Freq_Inf,Sim_inf_gnd_77,Freq_68mm,Sim_finite_gnd_68,Freq_82mm,Sim_finite_gnd_82,Freq_None,Meas_no_ground,Freq_PCB,Meas_PCB_ground
969.547738693467,-9.96158138774144,969.547738693467,-11.9718152007119,969.547738693467,-4.5930924836935,NaN,NaN,NaN,NaN
970.201005025126,-9.9040141170562,970.201005025126,-11.9155275508555,970.201005025126,-4.57894813132738,NaN,NaN,NaN,NaN
970.854271356784,-9.84689194096678,970.854271356784,-11.859652331298,970.854271356784,-4.56491060286648,NaN,NaN,NaN,NaN
971.507537688442,-9.79021458892223,971.507537688442,-11.8041901096798,971.507537688442,-4.55097889396182,NaN,NaN,NaN,NaN
972.1608040201,-9.73398155216065,972.1608040201,-11.7491411964275,972.1608040201,-4.53715201196177,NaN,NaN,NaN,NaN
972.814070351759,-9.67819209929331,972.814070351759,-11.6945056605568,972.814070351759,-4.5234289757469,NaN,NaN,NaN,NaN
973.467336683417,-9.62284529104619,973.467336683417,-11.6402833446545,973.467336683417,-4.50980881556767,NaN,NaN,NaN,NaN
974.120603015075,-9.56793999420003,974.120603015075,-11.5864738790808,974.120603015075,-4.49629057288482,NaN,NaN,NaN,NaN
974.773869346734,-9.51347489476868,974.773869346734,-11.5330766954249,974.773869346734,-4.48287330021244,NaN,NaN,NaN,NaN
975.427135678392,-9.45944851045369,975.427135678392,-11.4800910392522,975.427135678392,-4.46955606096373,NaN,NaN,NaN,NaN
976.08040201005,-9.40585920241151,976.08040201005,-11.4275159821747,976.08040201005,-4.45633792929933,NaN,NaN,NaN,NaN
